name,position_number,bank_number,active,parent_node,tree_number,title_rank,past_title_rank,paid_point,bonus_point,total_paid_point,total_bonus_point,binary_number_1,binary_number_3,binary_number_5,binary_number_7,riseup_binary_bonus,product_free_bonus,matching_bonus,car_bonus,house_bonus,sharing_bonus
Node_26744,7,0,True,Node_13370,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26745,7,0,True,Node_13371,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26746,1,0,True,Node_13371,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26747,5,0,True,Node_13372,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26748,1,0,True,Node_13372,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26749,3,0,True,Node_13373,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26750,5,0,True,Node_13373,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26751,1,0,True,Node_13374,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26752,5,0,True,Node_13374,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26753,7,0,True,Node_13375,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26754,3,0,True,Node_13375,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26755,7,0,True,Node_13376,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26756,3,0,True,Node_13376,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26757,5,0,True,Node_13377,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26758,7,0,True,Node_13377,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26759,3,0,True,Node_13378,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26760,3,0,True,Node_13378,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26761,7,0,True,Node_13379,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26762,7,0,True,Node_13379,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26763,1,0,True,Node_13380,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26764,7,0,True,Node_13380,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26765,5,0,True,Node_13381,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26766,7,0,True,Node_13381,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26767,5,0,True,Node_13382,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26768,7,0,True,Node_13382,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26769,3,0,True,Node_13383,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26770,7,0,True,Node_13383,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26771,1,0,True,Node_13384,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26772,5,0,True,Node_13384,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26773,7,0,True,Node_13385,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26774,5,0,True,Node_13385,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26775,5,0,True,Node_13386,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26776,1,0,True,Node_13386,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26777,5,0,True,Node_13387,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26778,3,0,True,Node_13387,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26779,3,0,True,Node_13388,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26780,1,0,True,Node_13388,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26781,3,0,True,Node_13389,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26782,5,0,True,Node_13389,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26783,3,0,True,Node_13390,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26784,3,0,True,Node_13390,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26785,3,0,True,Node_13391,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26786,3,0,True,Node_13391,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26787,5,0,True,Node_13392,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26788,5,0,True,Node_13392,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26789,5,0,True,Node_13393,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26790,5,0,True,Node_13393,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26791,1,0,True,Node_13394,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26792,1,0,True,Node_13394,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26793,3,0,True,Node_13395,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26794,3,0,True,Node_13395,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26795,7,0,True,Node_13396,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26796,7,0,True,Node_13396,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26797,5,0,True,Node_13397,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26798,3,0,True,Node_13397,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26799,7,0,True,Node_13398,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26800,3,0,True,Node_13398,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26801,7,0,True,Node_13399,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26802,3,0,True,Node_13399,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26803,1,0,True,Node_13400,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26804,7,0,True,Node_13400,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26805,7,0,True,Node_13401,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26806,5,0,True,Node_13401,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26807,1,0,True,Node_13402,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26808,7,0,True,Node_13402,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26809,7,0,True,Node_13403,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26810,5,0,True,Node_13403,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26811,7,0,True,Node_13404,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26812,1,0,True,Node_13404,1,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26813,7,0,True,Node_13405,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26814,5,0,True,Node_13405,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26815,5,0,True,Node_13406,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26816,3,0,True,Node_13406,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26817,5,0,True,Node_13407,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26818,5,0,True,Node_13407,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26819,5,0,True,Node_13408,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26820,1,0,True,Node_13408,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26821,5,0,True,Node_13409,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26822,7,0,True,Node_13409,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26823,7,0,True,Node_13410,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26824,5,0,True,Node_13410,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26825,3,0,True,Node_13411,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26826,3,0,True,Node_13411,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26827,3,0,True,Node_13412,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26828,5,0,True,Node_13412,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26829,1,0,True,Node_13413,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26830,5,0,True,Node_13413,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26831,7,0,True,Node_13414,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26832,5,0,True,Node_13414,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26833,5,0,True,Node_13415,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26834,3,0,True,Node_13415,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26835,5,0,True,Node_13416,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26836,7,0,True,Node_13416,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26837,7,0,True,Node_13417,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26838,3,0,True,Node_13417,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26839,1,0,True,Node_13418,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26840,1,0,True,Node_13418,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26841,5,0,True,Node_13419,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26842,1,0,True,Node_13419,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26843,3,0,True,Node_13420,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26844,3,0,True,Node_13420,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26845,5,0,True,Node_13421,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26846,3,0,True,Node_13421,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26847,5,0,True,Node_13422,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26848,5,0,True,Node_13422,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26849,5,0,True,Node_13423,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26850,1,0,True,Node_13423,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26851,3,0,True,Node_13424,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26852,7,0,True,Node_13424,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26853,1,0,True,Node_13425,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26854,5,0,True,Node_13425,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26855,3,0,True,Node_13426,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26856,3,0,True,Node_13426,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26857,3,0,True,Node_13427,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26858,5,0,True,Node_13427,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26859,5,0,True,Node_13428,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26860,5,0,True,Node_13428,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26861,5,0,True,Node_13429,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26862,3,0,True,Node_13429,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26863,7,0,True,Node_13430,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26864,7,0,True,Node_13430,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26865,1,0,True,Node_13431,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26866,1,0,True,Node_13431,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26867,1,0,True,Node_13432,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26868,3,0,True,Node_13432,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26869,5,0,True,Node_13433,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26870,7,0,True,Node_13433,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26871,7,0,True,Node_13434,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26872,5,0,True,Node_13434,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26873,5,0,True,Node_13435,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26874,5,0,True,Node_13435,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26875,3,0,True,Node_13436,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26876,7,0,True,Node_13436,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26877,7,0,True,Node_13437,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26878,3,0,True,Node_13437,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26879,5,0,True,Node_13438,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26880,1,0,True,Node_13438,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26881,5,0,True,Node_13439,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26882,5,0,True,Node_13439,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26883,3,0,True,Node_13440,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26884,7,0,True,Node_13440,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26885,7,0,True,Node_13441,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26886,7,0,True,Node_13441,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26887,3,0,True,Node_13442,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26888,1,0,True,Node_13442,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26889,1,0,True,Node_13443,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26890,1,0,True,Node_13443,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26891,3,0,True,Node_13444,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26892,1,0,True,Node_13444,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26893,7,0,True,Node_13445,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26894,1,0,True,Node_13445,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26895,5,0,True,Node_13446,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26896,1,0,True,Node_13446,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26897,5,0,True,Node_13447,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26898,3,0,True,Node_13447,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26899,3,0,True,Node_13448,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26900,5,0,True,Node_13448,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26901,5,0,True,Node_13449,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26902,1,0,True,Node_13449,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26903,7,0,True,Node_13450,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26904,7,0,True,Node_13450,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26905,7,0,True,Node_13451,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26906,1,0,True,Node_13451,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26907,1,0,True,Node_13452,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26908,1,0,True,Node_13452,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26909,7,0,True,Node_13453,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26910,7,0,True,Node_13453,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26911,5,0,True,Node_13454,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26912,7,0,True,Node_13454,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26913,3,0,True,Node_13455,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26914,5,0,True,Node_13455,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26915,7,0,True,Node_13456,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26916,3,0,True,Node_13456,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26917,7,0,True,Node_13457,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26918,3,0,True,Node_13457,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26919,3,0,True,Node_13458,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26920,5,0,True,Node_13458,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26921,3,0,True,Node_13459,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26922,7,0,True,Node_13459,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26923,3,0,True,Node_13460,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26924,3,0,True,Node_13460,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26925,3,0,True,Node_13461,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26926,3,0,True,Node_13461,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26927,3,0,True,Node_13462,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26928,3,0,True,Node_13462,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26929,7,0,True,Node_13463,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26930,1,0,True,Node_13463,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26931,1,0,True,Node_13464,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26932,1,0,True,Node_13464,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26933,5,0,True,Node_13465,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26934,3,0,True,Node_13465,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26935,7,0,True,Node_13466,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26936,3,0,True,Node_13466,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26937,5,0,True,Node_13467,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26938,7,0,True,Node_13467,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26939,5,0,True,Node_13468,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26940,3,0,True,Node_13468,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26941,1,0,True,Node_13469,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26942,5,0,True,Node_13469,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26943,5,0,True,Node_13470,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26944,7,0,True,Node_13470,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26945,1,0,True,Node_13471,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26946,1,0,True,Node_13471,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26947,7,0,True,Node_13472,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26948,5,0,True,Node_13472,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26949,5,0,True,Node_13473,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26950,3,0,True,Node_13473,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26951,5,0,True,Node_13474,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26952,1,0,True,Node_13474,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26953,3,0,True,Node_13475,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26954,5,0,True,Node_13475,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26955,3,0,True,Node_13476,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26956,5,0,True,Node_13476,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26957,3,0,True,Node_13477,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26958,5,0,True,Node_13477,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26959,3,0,True,Node_13478,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26960,3,0,True,Node_13478,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26961,1,0,True,Node_13479,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26962,3,0,True,Node_13479,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26963,5,0,True,Node_13480,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26964,5,0,True,Node_13480,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26965,3,0,True,Node_13481,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26966,7,0,True,Node_13481,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26967,3,0,True,Node_13482,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26968,7,0,True,Node_13482,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26969,1,0,True,Node_13483,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26970,5,0,True,Node_13483,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26971,5,0,True,Node_13484,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26972,7,0,True,Node_13484,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26973,5,0,True,Node_13485,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26974,7,0,True,Node_13485,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26975,5,0,True,Node_13486,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26976,3,0,True,Node_13486,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26977,5,0,True,Node_13487,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26978,5,0,True,Node_13487,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26979,7,0,True,Node_13488,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26980,5,0,True,Node_13488,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26981,5,0,True,Node_13489,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26982,7,0,True,Node_13489,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26983,3,0,True,Node_13490,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26984,5,0,True,Node_13490,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26985,3,0,True,Node_13491,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26986,7,0,True,Node_13491,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26987,1,0,True,Node_13492,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26988,7,0,True,Node_13492,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26989,3,0,True,Node_13493,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26990,1,0,True,Node_13493,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26991,5,0,True,Node_13494,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26992,7,0,True,Node_13494,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26993,1,0,True,Node_13495,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26994,5,0,True,Node_13495,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26995,7,0,True,Node_13496,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26996,3,0,True,Node_13496,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26997,3,0,True,Node_13497,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26998,5,0,True,Node_13497,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
Node_26999,7,0,True,Node_13498,0,0,0,20790,0,20790,0,0,0,0,0,0,0,0,0,0,0
